id,code,original_code,description,unit,category,subcategory,work_type,rate,cellRate_reference,cellRate_rate,excelCellReference,sourceSheetName,keywords
GW0605,591,591,Polystyrene void former; Filcor 20,m³,Groundworks,General Groundworks,Groundworks,118.16,F655,118.16,A655,Groundworks,general_groundworks
GW0606,592,592,Polystyrene void former; Filcor 45,m³,Groundworks,General Groundworks,Groundworks,146.63,F656,146.63,A656,Groundworks,general_groundworks
GW0607,593,593,Polystyrene void former; Filcor 50,m³,Groundworks,General Groundworks,Groundworks,173.02,F657,173.02,A657,Groundworks,general_groundworks
GW0608,594,594,Polystyrene void former; Jablite fillmaster; EPS100,m³,Groundworks,General Filling,Filling,116.21,F658,116.21,A658,Groundworks,general_filling
GW0609,595,595,Void formers to secant piles; 600mm dia at 450 c/s; Filcor 90,m²,Groundworks,General Groundworks,Groundworks,45.1,F659,45.1,A659,Groundworks,600mm|general_groundworks
GW0610,596,596,Void formers to contiguous piles; 450mm dia at 550 c/s; Filcor 70,m²,Groundworks,General Groundworks,Groundworks,56.9,F660,56.9,A660,Groundworks,450mm|general_groundworks
GW0611,597,597,Void formers to contiguous piles; 600mm dia at 700 c/s; Filcor 70,m²,Groundworks,General Groundworks,Groundworks,57.8,F661,57.8,A661,Groundworks,600mm|general_groundworks
GW0612,598,598,Void formers to sheet piles; 450mm deep at 1.20m c/s; Filcor 70,m²,Groundworks,General Groundworks,Groundworks,44.54,F662,44.54,A662,Groundworks,450mm|20m|general_groundworks
GW0613,599,599,Cellcore; 85mm; HX B 13/18; under conc 301-460mm,m²,Groundworks,General Groundworks,Groundworks,20.2,F665,20.2,A665,Groundworks,85mm|460mm|general_groundworks
GW0614,600,600,Cellcore; 85mm; HX B 18/24; under conc 461-660mm,m²,Groundworks,General Groundworks,Groundworks,21.5,F666,21.5,A666,Groundworks,85mm|660mm|general_groundworks
GW0615,601,601,Cellcore; 85mm; HX B 24/32; under conc 661-900mm,m²,Groundworks,General Groundworks,Groundworks,22.8,F667,22.8,A667,Groundworks,85mm|900mm|general_groundworks
GW0616,602,602,Cellcore; 90mm; HX S 09/13; under conc 221-300mm,m²,Groundworks,General Groundworks,Groundworks,19.32,F668,19.32,A668,Groundworks,90mm|300mm|general_groundworks
GW0617,603,603,Cellcore; 90mm; HX S 13/18; under conc 301-460mm,m²,Groundworks,General Groundworks,Groundworks,26.3,F669,26.3,A669,Groundworks,90mm|460mm|general_groundworks
GW0618,604,604,Cellcore; 155mm; HX B 13/18; under conc 301-460mm,m²,Groundworks,General Groundworks,Groundworks,24.88,F670,24.88,A670,Groundworks,155mm|460mm|general_groundworks
GW0619,605,605,Cellcore; 155mm; HX B 18/24; under conc 461-660mm,m²,Groundworks,General Groundworks,Groundworks,28.95,F671,28.95,A671,Groundworks,155mm|660mm|general_groundworks
GW0620,606,606,Cellcore; 155mm; HX B 24/32; under conc 661-900mm,m²,Groundworks,General Groundworks,Groundworks,25.92,F672,25.92,A672,Groundworks,155mm|900mm|general_groundworks
GW0621,607,607,Cellcore; 160mm; HX S 09/13; under conc 221-300mm,m²,Groundworks,General Groundworks,Groundworks,27.36,F673,27.36,A673,Groundworks,160mm|300mm|general_groundworks
GW0622,608,608,Cellcore; 160mm; HX S 13/18; under conc 301-460mm,m²,Groundworks,General Groundworks,Groundworks,28.49,F674,28.49,A674,Groundworks,160mm|460mm|general_groundworks
GW0623,609,609,Cellcore; 160mm; HX S 40/50; under conc 1401-1660mm,m²,Groundworks,General Groundworks,Groundworks,39.28,F675,39.28,A675,Groundworks,160mm|1660mm|general_groundworks
GW0624,610,610,Cellcore; 220mm; HX S 09/13; under conc 221-300mm,m²,Groundworks,General Groundworks,Groundworks,31.11,F676,31.11,A676,Groundworks,220mm|300mm|general_groundworks
GW0625,611,611,Cellcore; 220mm; HX S 13/18; under conc 301-460mm,m²,Groundworks,General Groundworks,Groundworks,31.52,F677,31.52,A677,Groundworks,220mm|460mm|general_groundworks
GW0626,612,612,Cellcore; 220mm; HX B 18/24; under concrete 461-660mm,m²,Groundworks,General Groundworks,Groundworks,33.26,F678,33.26,A678,Groundworks,220mm|660mm|general_groundworks
GW0627,613,613,Cellcore; 220mm; HX B 24/32; under concrete 660-900mm,m²,Groundworks,General Groundworks,Groundworks,35.38,F679,35.38,A679,Groundworks,220mm|900mm|general_groundworks
GW0628,614,614,Cellcore; 225mm; HX S 07/10; under concrete upto 220mm,m²,Groundworks,General Groundworks,Groundworks,32.18,F680,32.18,A680,Groundworks,225mm|220mm|general_groundworks
GW0629,615,615,Cellcore; 225mm; HX S 09/13; under concrete 221-300mm,m²,Groundworks,General Groundworks,Groundworks,32.83,F681,32.83,A681,Groundworks,225mm|300mm|general_groundworks
GW0630,616,616,Cellcore; 225mm; HX S 09/13; under concrete 221-300mm; vertical,m²,Groundworks,General Groundworks,Groundworks,35.24,F682,35.24,A682,Groundworks,225mm|300mm|general_groundworks
GW0631,617,617,Cellcore; 225mm; HX S 13/18; under concrete 301-460mm,m²,Groundworks,General Groundworks,Groundworks,33.48,F683,33.48,A683,Groundworks,225mm|460mm|general_groundworks
GW0632,618,618,Cellcore; 225mm; HX S 18/24; under concrete 461-660mm,m²,Groundworks,General Groundworks,Groundworks,35.52,F684,35.52,A684,Groundworks,225mm|660mm|general_groundworks
GW0633,619,619,Cellcore; 225mm; HX S 24/32; under concrete 661-900mm,m²,Groundworks,General Groundworks,Groundworks,37.67,F685,37.67,A685,Groundworks,225mm|900mm|general_groundworks
GW0634,620,620,Cellcore; 250mm; CC 20/30; under concrete 551-770,m²,Groundworks,General Groundworks,Groundworks,34.64,F686,34.64,A686,Groundworks,250mm|general_groundworks
GW0635,621,621,Cellcore; 250mm; CC 25/35; under concrete 771-980,m²,Groundworks,General Groundworks,Groundworks,34.64,F687,34.64,A687,Groundworks,250mm|general_groundworks
GW0636,622,622,Cellcore; 250mm; CC 30/40; under concrete 981-1185,m²,Groundworks,General Groundworks,Groundworks,44.99,F688,44.99,A688,Groundworks,250mm|general_groundworks
GW0637,623,623,Cellcore; 250mm; CC 35/45; under concrete 1186-1400mm,m²,Groundworks,General Groundworks,Groundworks,39.57,F689,39.57,A689,Groundworks,250mm|1400mm|general_groundworks
GW0638,624,624,Cellcore; 250mm; CC 40/55; under concrete 1401-1810mm,m²,Groundworks,General Groundworks,Groundworks,48.76,F690,48.76,A690,Groundworks,250mm|1810mm|general_groundworks
GW0639,625,625,Cellcore; 250mm; CC 50/60; under concrete 1811-2020mm,m²,Groundworks,General Groundworks,Groundworks,53.95,F691,53.95,A691,Groundworks,250mm|2020mm|general_groundworks
GW0640,626,626,Cellcore; 300mm; CP 8/12;,m²,Groundworks,General Groundworks,Groundworks,45.77,F692,45.77,A692,Groundworks,300mm|general_groundworks
GW0641,627,627,Cellcore; 300mm; CP 20/30;,m²,Groundworks,General Groundworks,Groundworks,50.97,F693,50.97,A693,Groundworks,300mm|general_groundworks
GW0642,628,628,Cellcore; mm; HX S 07/10; under concrete upto 220mm,m²,Groundworks,General Groundworks,Groundworks,45.84,F694,45.84,A694,Groundworks,220mm|general_groundworks
GW0643,629,629,Cellcore; 300mm; HX S 09/13; under concrete 221-300mm,m²,Groundworks,General Groundworks,Groundworks,50.81,F695,50.81,A695,Groundworks,300mm|general_groundworks
GW0644,630,630,Cellcore; 300mm; HX S 13/18; under concrete 301-460mm,m²,Groundworks,General Groundworks,Groundworks,52.48,F696,52.48,A696,Groundworks,300mm|460mm|general_groundworks
GW0645,631,631,Cellcore; 300mm; HG 30/40; under concrete >1000mm,m²,Groundworks,General Groundworks,Groundworks,45.75,F697,45.75,A697,Groundworks,300mm|1000mm|general_groundworks
GW0646,632,632,Cellcore; 300mm; HG 40/50; under concrete >1000mm,m²,Groundworks,General Groundworks,Groundworks,51.21,F698,51.21,A698,Groundworks,300mm|1000mm|general_groundworks
GW0647,633,633,EO Cellcore for cutting around piles,nr,Groundworks,General Groundworks,Groundworks,14.42,F699,14.42,A699,Groundworks,general_groundworks
GW0648,634,634,Heave guard; 50mm thk; vertical,m²,Groundworks,General Groundworks,Groundworks,14.16,F700,14.16,A700,Groundworks,50mm|general_groundworks
GW0649,635,635,Heave guard; 75mm thk; vertical,m²,Groundworks,General Groundworks,Groundworks,15.21,F701,15.21,A701,Groundworks,75mm|general_groundworks
GW0650,636,636,Heave guard; 100mm thk; vertical,m²,Groundworks,General Groundworks,Groundworks,20.05,F702,20.05,A702,Groundworks,100mm|general_groundworks
GW0651,637,637,Heave guard; 200mm thk; vertical,m²,Groundworks,General Groundworks,Groundworks,33.35,F703,33.35,A703,Groundworks,200mm|general_groundworks
GW0652,638,638,Heave guard; 300mm thk; vertical,m²,Groundworks,General Groundworks,Groundworks,54.81,F704,54.81,A704,Groundworks,300mm|general_groundworks
GW0653,639,639,85mm thick Heaveguard pilecollars to 450mm dia piles,nr,Groundworks,General Groundworks,Groundworks,14.26,F705,14.26,A705,Groundworks,85mm|450mm|general_groundworks
GW0654,640,640,85mm thick Heaveguard pilecollars to 600mm dia piles,nr,Groundworks,General Groundworks,Groundworks,16.63,F706,16.63,A706,Groundworks,85mm|600mm|general_groundworks
GW0655,641,641,155mm thick Heaveguard pilecollars to 450mm dia piles,nr,Groundworks,General Groundworks,Groundworks,25.42,F707,25.42,A707,Groundworks,155mm|450mm|general_groundworks
GW0656,642,642,155mm thick Heaveguard pilecollars to 600mm dia piles,nr,Groundworks,General Groundworks,Groundworks,30.81,F708,30.81,A708,Groundworks,155mm|600mm|general_groundworks
GW0657,643,643,220mm thick Heaveguard pilecollars to 450mm dia piles,nr,Groundworks,General Groundworks,Groundworks,28.95,F709,28.95,A709,Groundworks,220mm|450mm|general_groundworks
GW0658,644,644,220mm thick Heaveguard pilecollars to 600mm dia piles,nr,Groundworks,General Groundworks,Groundworks,35.43,F710,35.43,A710,Groundworks,220mm|600mm|general_groundworks
GW0659,645,645,Dufaylite Clayboard; KN30; 85mm thk; wrapped in polythene; horizontal,m²,Groundworks,General Groundworks,Groundworks,29.44,F711,29.44,A711,Groundworks,85mm|general_groundworks
GW0660,646,646,Claymaster; 50mm thk; vertical,m²,Groundworks,General Groundworks,Groundworks,12.33,F712,12.33,A712,Groundworks,50mm|general_groundworks
GW0661,647,647,Claymaster; 75mm thk; vertical,m²,Groundworks,General Groundworks,Groundworks,13.96,F713,13.96,A713,Groundworks,75mm|general_groundworks
GW0662,648,648,Claymaster; 100mm thk; vertical,m²,Groundworks,General Groundworks,Groundworks,16.53,F714,16.53,A714,Groundworks,100mm|general_groundworks
GW0663,649,649,Claymaster; 200mm thk; vertical,m²,Groundworks,General Groundworks,Groundworks,33.35,F715,33.35,A715,Groundworks,200mm|general_groundworks
GW0664,650,650,Claymaster; 300mm thk; vertical,m²,Groundworks,General Groundworks,Groundworks,54.81,F716,54.81,A716,Groundworks,300mm|general_groundworks
GW0665,651,651,Ventform 80/20; with gas membrane,m²,Groundworks,General Groundworks,Groundworks,24.28,F717,24.28,A717,Groundworks,general_groundworks
GW0666,652,652,Ventform 100/20; with gas membrane,m²,Groundworks,General Groundworks,Groundworks,26.32,F718,26.32,A718,Groundworks,general_groundworks
GW0667,653,653,Ventform 150/09; with gas membrane,m²,Groundworks,General Groundworks,Groundworks,27.8,F719,27.8,A719,Groundworks,general_groundworks
GW0668,654,654,Ventform 200/09; with gas membrane,m²,Groundworks,General Groundworks,Groundworks,33.34,F720,33.34,A720,Groundworks,general_groundworks
GW0669,655,655,Cellvent; 200 thk; HG 30/40,m²,Groundworks,General Groundworks,Groundworks,40.04,F721,40.04,A721,Groundworks,general_groundworks
GW0670,656,656,Cellvent; 200 thk; HG 50/65,m²,Groundworks,General Groundworks,Groundworks,40.04,F722,40.04,A722,Groundworks,general_groundworks
GW0671,657,657,Cellvent; 270 thk; HX 9/13,m²,Groundworks,General Groundworks,Groundworks,51.57,F723,51.57,A723,Groundworks,general_groundworks
GW0672,658,658,Cellvent; 270 thk; HX 24/32,m²,Groundworks,General Groundworks,Groundworks,53.59,F724,53.59,A724,Groundworks,general_groundworks
GW0673,659,659,Cellvent; 575 thk; HX 9/13,m²,Groundworks,General Groundworks,Groundworks,72.97,F725,72.97,A725,Groundworks,general_groundworks
GW0674,660,660,Premcrete Hydrovoid 25mm,m²,Groundworks,General Groundworks,Groundworks,16.21,F726,16.21,A726,Groundworks,25mm|general_groundworks
GW0675,661,661,Premcrete Hydrovoid 25mm x 900wde (@ 3.0m c/s),m,Groundworks,General Groundworks,Groundworks,12.96,F727,12.96,A727,Groundworks,25mm|0m|general_groundworks
GW0676,662,662,"Premcrete Hydrovoid external vent box, pipework and vent mat connector",nr,Groundworks,General Groundworks,Groundworks,250.42,F728,250.42,A728,Groundworks,general_groundworks
GW0677,663,663,Insulation; Celotex GA4000; 25mm thk; vert,m²,Groundworks,General Groundworks,Groundworks,11.13,F731,11.13,A731,Groundworks,25mm|general_groundworks
GW0678,664,664,Insulation; Celotex GA4000; 50mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,11.65,F732,11.65,A732,Groundworks,50mm|general_groundworks
GW0679,665,665,Insulation; Celotex GA4000; 50mm thk; vert,m²,Groundworks,General Groundworks,Groundworks,16.38,F733,16.38,A733,Groundworks,50mm|general_groundworks
GW0680,666,666,Insulation; Celotex GA4000; 75mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,15.62,F734,15.62,A734,Groundworks,75mm|general_groundworks
GW0681,667,667,Insulation; Celotex GA4000; 75mm thk; vert,m²,Groundworks,General Groundworks,Groundworks,12.59,F735,12.59,A735,Groundworks,75mm|general_groundworks
GW0682,668,668,Insulation; Celotex GA4000; 100mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,18.03,F736,18.03,A736,Groundworks,100mm|general_groundworks
GW0683,669,669,Insulation; Celotex GA4000; 100mm thk; vert,m²,Groundworks,General Groundworks,Groundworks,20.35,F737,20.35,A737,Groundworks,100mm|general_groundworks
GW0684,670,670,Insulation; Celotex GA4000; 120mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,20.83,F738,20.83,A738,Groundworks,120mm|general_groundworks
GW0685,671,671,Insulation; Celotex GA4000; 200mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,32.31,F739,32.31,A739,Groundworks,200mm|general_groundworks
GW0686,672,672,Insulation; Jablite EPS; 100mm thk; vert,m²,Groundworks,General Groundworks,Groundworks,42.76,F740,42.76,A740,Groundworks,100mm|general_groundworks
GW0687,673,673,Insulation; Kingspan Thermafloor; 50mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,13.86,F741,13.86,A741,Groundworks,50mm|general_groundworks
GW0688,674,674,Insulation; Kingspan Thermafloor; 70mm thk; horz; TF70,m²,Groundworks,General Groundworks,Groundworks,17.63,F742,17.63,A742,Groundworks,70mm|general_groundworks
GW0689,675,675,Insulation; Kingspan Thermafloor; 110mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,18.22,F743,18.22,A743,Groundworks,110mm|general_groundworks
GW0690,676,676,Insulation; Kingspan Styrozone H350R; 50mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,16.18,F744,16.18,A744,Groundworks,50mm|general_groundworks
GW0691,677,677,Insulation; Kingspan Styrozone H350R; 160mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,27.76,F745,27.76,A745,Groundworks,160mm|general_groundworks
GW0692,678,678,Insulation; Kingspan Styrozone H350R; 160mm thk; vert,m²,Groundworks,General Groundworks,Groundworks,30.08,F746,30.08,A746,Groundworks,160mm|general_groundworks
GW0693,679,679,Insulation; Kingspan Styrozone H350R; 300mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,39.64,F747,39.64,A747,Groundworks,300mm|general_groundworks
GW0694,680,680,Insulation; Kingspan Styrozone H350R; 500mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,65.87,F748,65.87,A748,Groundworks,500mm|general_groundworks
GW0695,681,681,Insulation; Kingspan Kooltherm K3; 40mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,14.39,F749,14.39,A749,Groundworks,40mm|general_groundworks
GW0696,682,682,Insulation; Kingspan Kooltherm K3; 40mm thk; vert,m²,Groundworks,General Groundworks,Groundworks,15.68,F750,15.68,A750,Groundworks,40mm|general_groundworks
GW0697,683,683,Insulation; Kingspan Kooltherm K8; 50mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,23.25,F751,23.25,A751,Groundworks,50mm|general_groundworks
GW0698,684,684,Insulation; Kingspan Kooltherm K8; 50mm thk; vert,m²,Groundworks,General Groundworks,Groundworks,24.54,F752,24.54,A752,Groundworks,50mm|general_groundworks
GW0699,685,685,Insulation; Kingspan Greenguard 300; 80mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,34.79,F753,34.79,A753,Groundworks,80mm|general_groundworks
GW0700,686,686,Insulation; Kingspan Greenguard 300; 80mm thk; vert,m²,Groundworks,General Groundworks,Groundworks,36.08,F754,36.08,A754,Groundworks,80mm|general_groundworks
GW0701,687,687,Insulation; XPS CB-RT03; 155mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,27.76,F755,27.76,A755,Groundworks,155mm|general_groundworks
GW0702,688,688,Insulation; XPS CB-RT03; 305mm thk; horz,m²,Groundworks,General Groundworks,Groundworks,40.64,F756,40.64,A756,Groundworks,305mm|general_groundworks
GW0703,689,689,Insulation; 30mm thk; vert,m²,Groundworks,General Groundworks,Groundworks,10.72,F757,10.72,A757,Groundworks,30mm|general_groundworks
GW0704,690,690,Insulation; 30mm thk; vert; 450mm wide,m,Groundworks,General Groundworks,Groundworks,5.78,F758,5.78,A758,Groundworks,30mm|450mm|general_groundworks
GW0705,691,691,Insulation; 30mm thk; vert; 900mm wide,m,Groundworks,General Groundworks,Groundworks,9.78,F759,9.78,A759,Groundworks,30mm|900mm|general_groundworks
GW0706,692,692,500g visqueen (125mu); horizontal,m²,Groundworks,General Groundworks,Groundworks,1.3,F763,1.3,A763,Groundworks,general_groundworks
GW0707,693,693,500g visqueen (125mu); vertical,m²,Groundworks,General Groundworks,Groundworks,1.88,F764,1.88,A764,Groundworks,general_groundworks
GW0708,694,694,1200g visqueen (300mu); horizontal,m²,Groundworks,General Groundworks,Groundworks,1.99,F765,1.99,A765,Groundworks,general_groundworks
GW0709,695,695,1200g visqueen (300mu); sloping,m²,Groundworks,General Groundworks,Groundworks,1.67,F766,1.67,A766,Groundworks,general_groundworks
GW0710,696,696,1200g visqueen (300mu); vertical,m²,Groundworks,General Groundworks,Groundworks,1.86,F767,1.86,A767,Groundworks,general_groundworks
GW0711,697,697,Seal & dress around pile,nr,Groundworks,General Groundworks,Groundworks,24.46,F768,24.46,A768,Groundworks,general_groundworks
GW0712,698,698,1200g visqueen (300mu); horizontal; folded and taped joints,m²,Groundworks,General Groundworks,Groundworks,2.88,F769,2.88,A769,Groundworks,general_groundworks
GW0713,699,699,2000g visqueen (500mu) ECO membrane; horizontal,m²,Groundworks,General Groundworks,Groundworks,3.26,F770,3.26,A770,Groundworks,general_groundworks
GW0714,700,700,2000g visqueen (500mu) ECO membrane; vertical,m²,Groundworks,General Groundworks,Groundworks,4.06,F771,4.06,A771,Groundworks,general_groundworks
GW0715,701,701,2mm HDPE pond/lagoon liner,m²,Groundworks,General Groundworks,Groundworks,17.4,F772,17.4,A772,Groundworks,2mm|general_groundworks
GW0716,702,702,RIW LAC; 2 coats; horz,m²,Groundworks,General Groundworks,Groundworks,12.45,F774,12.45,A774,Groundworks,general_groundworks
GW0717,703,703,RIW LAC; 2 coats; vert,m²,Groundworks,General Groundworks,Groundworks,13.41,F775,13.41,A775,Groundworks,general_groundworks
GW0718,704,704,RIW Flexiseal; 2 coats; horz,m²,Groundworks,General Groundworks,Groundworks,34.94,F776,34.94,A776,Groundworks,general_groundworks
GW0719,705,705,RIW Flexiseal; 2 coats; vert,m²,Groundworks,General Groundworks,Groundworks,37.35,F777,37.35,A777,Groundworks,general_groundworks
GW0720,706,706,RIW Toughseal (2pt epoxy); 2 coats; horz,m²,Groundworks,General Groundworks,Groundworks,39.81,F778,39.81,A778,Groundworks,general_groundworks
GW0721,707,707,RIW Toughseal (2pt epoxy); 2 coats; vert,m²,Groundworks,General Groundworks,Groundworks,42.21,F779,42.21,A779,Groundworks,general_groundworks
GW0722,708,708,Sikalastic 1K; horizontal,m²,Groundworks,General Groundworks,Groundworks,34.94,F780,34.94,A780,Groundworks,general_groundworks
GW0723,709,709,Sikalastic 1K; vertical,m²,Groundworks,General Groundworks,Groundworks,37.35,F781,37.35,A781,Groundworks,general_groundworks
GW0724,710,710,Silcor 900HA; horizontal,m²,Groundworks,General Groundworks,Groundworks,54.67,F782,54.67,A782,Groundworks,general_groundworks
GW0725,711,711,Silcor 900HA; vertical,m²,Groundworks,General Groundworks,Groundworks,57.07,F783,57.07,A783,Groundworks,general_groundworks
GW0726,712,712,Synthaprufe; 2 coats; horz,m²,Groundworks,General Groundworks,Groundworks,21.92,F784,21.92,A784,Groundworks,general_groundworks
GW0727,713,713,Synthaprufe; 2 coats; vert,m²,Groundworks,General Groundworks,Groundworks,23.52,F785,23.52,A785,Groundworks,general_groundworks
GW0728,714,714,Synthaprufe; 3 coats; horz,m²,Groundworks,General Groundworks,Groundworks,33.03,F786,33.03,A786,Groundworks,general_groundworks
GW0729,715,715,Synthaprufe; 3 coats; vert,m²,Groundworks,General Groundworks,Groundworks,35.43,F787,35.43,A787,Groundworks,general_groundworks
GW0730,716,716,Pudlo Liquid GB; horizontal,m²,Groundworks,General Groundworks,Groundworks,32.88,F788,32.88,A788,Groundworks,general_groundworks
GW0731,717,717,Pudlo Liquid GB; vertical,m²,Groundworks,General Groundworks,Groundworks,37.21,F789,37.21,A789,Groundworks,general_groundworks
GW0732,718,718,Premcrete Hydroprufe LG; horz,m²,Groundworks,General Groundworks,Groundworks,32.88,F790,32.88,A790,Groundworks,general_groundworks
GW0733,719,719,Premcrete Hydroprufe LG; vert,m²,Groundworks,General Groundworks,Groundworks,37.21,F791,37.21,A791,Groundworks,general_groundworks
GW0734,720,720,EO Hydroprufe LG for quartz aggregate spread on surface; horz,m²,Groundworks,Surface Preparation,Groundworks,4.3,F792,4.3,A792,Groundworks,surface_preparation
GW0735,721,721,Premcrete Hydroseal FX white; horz,m²,Groundworks,General Groundworks,Groundworks,31.8,F793,31.8,A793,Groundworks,general_groundworks
GW0736,722,722,Premcrete Hydroseal FX white; vert,m²,Groundworks,General Groundworks,Groundworks,36.05,F794,36.05,A794,Groundworks,general_groundworks
GW0737,723,723,Cemflex VB active metal waterstop,m,Groundworks,General Groundworks,Groundworks,23.74,F795,23.74,A795,Groundworks,general_groundworks
GW0738,724,724,Chem-Crete Pavix; CCC100; horz,m²,Groundworks,General Groundworks,Groundworks,46.15,F796,46.15,A796,Groundworks,general_groundworks
GW0739,725,725,Chem-Crete Pavix; CCC100; vert,m²,Groundworks,General Groundworks,Groundworks,48.55,F797,48.55,A797,Groundworks,general_groundworks
GW0740,726,726,Chem-Crete Pavix; CCC100; soffit,m²,Groundworks,General Groundworks,Groundworks,72.33,F798,72.33,A798,Groundworks,general_groundworks
GW0741,727,727,Bituthene LM; 3 coats; vert,m²,Groundworks,General Groundworks,Groundworks,35.43,F799,35.43,A799,Groundworks,general_groundworks
GW0742,728,728,20mm thick 2 coat; excavation 300mm width; horizontal,m²,Groundworks,General Excavation,Excavation,47.2,F801,47.2,A801,Groundworks,20mm|300mm|excavation|general_excavation
GW0743,729,729,20mm thick 2 coat; excavation 300mm width; vertical,m²,Groundworks,General Excavation,Excavation,59.0,F802,59.0,A802,Groundworks,20mm|300mm|excavation|general_excavation
GW0744,730,730,Form external angle,m,Groundworks,General Groundworks,Groundworks,9.44,F803,9.44,A803,Groundworks,general_groundworks
GW0745,731,731,Internal angle fillet,m,Groundworks,General Filling,Filling,11.8,F804,11.8,A804,Groundworks,general_filling
GW0746,732,732,Voltex/Sealmat; horizontal,m²,Groundworks,General Groundworks,Groundworks,26.9,F806,26.9,A806,Groundworks,general_groundworks
GW0747,733,733,Voltex/Sealmat; sloping,m²,Groundworks,General Groundworks,Groundworks,29.03,F807,29.03,A807,Groundworks,general_groundworks
GW0748,734,734,Voltex/Sealmat; vertical,m²,Groundworks,General Groundworks,Groundworks,30.65,F808,30.65,A808,Groundworks,general_groundworks
GW0749,735,735,Voltex; vertical; to face of contig piles,m²,Groundworks,General Groundworks,Groundworks,33.53,F809,33.53,A809,Groundworks,general_groundworks
GW0750,736,736,Voltex; seal at junctions; 40 x 40 fillet granules paste,m,Groundworks,General Filling,Filling,13.26,F810,13.26,A810,Groundworks,general_filling
GW0751,737,737,Voltex; reinforcing strip; 300mm wide,m,Groundworks,Surface Preparation,Groundworks,11.46,F811,11.46,A811,Groundworks,300mm|surface_preparation
GW0752,738,738,Hydrophillic waterstop (RX101/500S),m,Groundworks,General Groundworks,Groundworks,16.23,F812,16.23,A812,Groundworks,general_groundworks
GW0753,739,739,Hydrostop BR adhered to Hydrostop WSM,m,Groundworks,General Groundworks,Groundworks,18.24,F813,18.24,A813,Groundworks,general_groundworks
GW0754,740,740,RIW Structureseal; horizontal,m²,Groundworks,General Groundworks,Groundworks,24.9,F814,24.9,A814,Groundworks,general_groundworks
GW0755,741,741,RIW Structureseal; vertical,m²,Groundworks,General Groundworks,Groundworks,27.84,F815,27.84,A815,Groundworks,general_groundworks
GW0756,742,742,Proofex Hydromat; horizontal,m²,Groundworks,General Groundworks,Groundworks,35.95,F816,35.95,A816,Groundworks,general_groundworks
GW0757,743,743,Proofex Hydromat; vertical,m²,Groundworks,General Groundworks,Groundworks,38.89,F817,38.89,A817,Groundworks,general_groundworks
GW0758,744,744,Premcrete Maxiprufe 2000; horizontal,m²,Groundworks,General Groundworks,Groundworks,17.37,F818,17.37,A818,Groundworks,general_groundworks
GW0759,745,745,Premcrete Maxiprufe 2000; vertical,m²,Groundworks,General Groundworks,Groundworks,20.3,F819,20.3,A819,Groundworks,general_groundworks
GW0760,746,746,Premcrete Twinseal; seal at junctions; 5 x 50 fillet,m,Groundworks,General Filling,Filling,11.36,F820,11.36,A820,Groundworks,general_filling
GW0761,747,747,Premcrete Maxiprufe Plus; horizontal,m²,Groundworks,General Groundworks,Groundworks,25.43,F821,25.43,A821,Groundworks,general_groundworks
GW0762,748,748,Premcrete Maxiprufe Plus; vertical,m²,Groundworks,General Groundworks,Groundworks,28.37,F822,28.37,A822,Groundworks,general_groundworks
GW0763,749,749,Tecknochem HBR 50 x 50 mortar fillet to intersection,m,Groundworks,General Filling,Filling,11.36,F823,11.36,A823,Groundworks,general_filling
GW0764,750,750,Hydrostop WS10 to penetrations through slab,nr,Groundworks,General Groundworks,Groundworks,41.78,F824,41.78,A824,Groundworks,general_groundworks
GW0765,751,751,Hydrostop WS10 to penetrations through slab,m,Groundworks,General Groundworks,Groundworks,41.78,F825,41.78,A825,Groundworks,general_groundworks
GW0766,752,752,Twinseal compound to penetrations through slab,nr,Groundworks,General Groundworks,Groundworks,12.35,F826,12.35,A826,Groundworks,general_groundworks
GW0767,753,753,Hydrophillic waterstop,m,Groundworks,General Groundworks,Groundworks,12.51,F827,12.51,A827,Groundworks,general_groundworks
GW0768,754,754,Triton Triseal; horizontal,m²,Groundworks,General Groundworks,Groundworks,27.52,F829,27.52,A829,Groundworks,general_groundworks
GW0769,755,755,Triton Triseal; vertical,m²,Groundworks,General Groundworks,Groundworks,32.33,F830,32.33,A830,Groundworks,general_groundworks
GW0770,756,756,Preprufe; 300R; horizontal,m²,Groundworks,General Groundworks,Groundworks,36.57,F831,36.57,A831,Groundworks,general_groundworks
GW0771,757,757,Preprufe; 300R; horizontal; narrow widths not exceeding 300mm,m²,Groundworks,General Groundworks,Groundworks,48.64,F832,48.64,A832,Groundworks,300mm|general_groundworks
